epoch,learning_rate,train_loss,train_accuracy,val_loss,val_accuracy
39,0.04504709048734669,0.5326496822380914,0.8283253205128206,0.48802570990305005,0.8765432098765432
40,0.04437138413003649,0.5293072096740445,0.8187099358974358,0.4821062030303015,0.8765432098765432
41,0.04370581336808594,0.5195774078618437,0.8373397435897436,0.4739766735556454,0.8765432098765432
42,0.043050226167564654,0.5166306187633992,0.8271233974358975,0.47016293349240496,0.8765432098765432
43,0.04240447277505118,0.510229324703455,0.8453525641025642,0.4596644373626267,0.8765432098765432
44,0.041768405683425415,0.5022647138114466,0.8477564102564102,0.45395621531308933,0.8888888888888888
45,0.04114187959817404,0.4976662190084416,0.8387419871794872,0.4543128222684212,0.8765432098765432
46,0.04052475140420143,0.4913733452505946,0.8471554487179488,0.4420112436203732,0.8765432098765432
47,0.0399168801331384,0.487354684210834,0.8315304487179488,0.4410922503072052,0.8765432098765432
48,0.039318126931141326,0.48199062229755013,0.8555689102564102,0.43629314100615485,0.8765432098765432
49,0.038728355027174206,0.47916219020929723,0.8517628205128206,0.432763259506086,0.8888888888888888
50,0.03814742970176659,0.4738902437040067,0.8647836538461539,0.4269182583080697,0.9012345679012346
51,0.03757521825624009,0.46886161655404507,0.8555689102564102,0.42444924315719107,0.8765432098765432
52,0.03701158998239649,0.46497266041662,0.8549679487179488,0.4204742779119522,0.8888888888888888
53,0.03645641613266054,0.46152516647931274,0.851161858974359,0.4187162300042588,0.9135802469135802
54,0.03590956989067063,0.4562308746314427,0.8537660256410257,0.41205172821647085,0.9135802469135802
55,0.03537092634231057,0.45213884575211344,0.8661858974358975,0.40931375911218143,0.9135802469135802
56,0.034840362447175914,0.4499785911863847,0.875801282051282,0.4058375482225304,0.9259259259259259
57,0.034317757010468276,0.44634628980529595,0.8711939102564102,0.39852052348388795,0.9012345679012346
58,0.03380299065531125,0.4412081718845011,0.8595753205128206,0.3967450362735785,0.9259259259259259
59,0.033295945795481584,0.43780278634067926,0.865985576923077,0.3992419890923325,0.9382716049382716
60,0.03279650660854935,0.4349434461768387,0.8717948717948718,0.3907483751176425,0.9382716049382716
61,0.03230455900942111,0.43297225812760237,0.8621794871794872,0.3901606296793232,0.9259259259259259
62,0.0318199906242798,0.4292371019227494,0.8770032051282052,0.3872174646481382,0.9259259259259259
63,0.0313426907649156,0.42539464880100364,0.875,0.384133265987206,0.9382716049382716
64,0.030872550403441865,0.423120298293671,0.8725961538461539,0.3770914608824559,0.9012345679012346
65,0.03040946214739024,0.4202323312809721,0.8647836538461539,0.37547237730229066,0.9382716049382716
66,0.029953320215179383,0.41754750715972166,0.8685897435897436,0.37578431672452445,0.9382716049382716
67,0.02950402041195169,0.4149279011081081,0.867988782051282,0.37510269143283825,0.9259259259259259
68,0.029061460105772416,0.41216416323967026,0.8764022435897436,0.369988149274784,0.9382716049382716
69,0.02862553820418583,0.41221366838983214,0.875801282051282,0.3681041570219832,0.9382716049382716
70,0.02819615513112304,0.40653238758480464,0.8764022435897436,0.3635943027420297,0.9259259259259259
71,0.0277732128041562,0.40481815790878906,0.881610576923077,0.3611227659267598,0.9259259259259259
72,0.027356614612093853,0.4033811411015724,0.8810096153846154,0.3607783566978114,0.9382716049382716
73,0.026946265392912446,0.4037075225563731,0.8876201923076924,0.3607258205947084,0.9382716049382716
74,0.026542071412018756,0.3986479027644834,0.8862179487179488,0.3606729480205248,0.9382716049382716
75,0.026143940340838476,0.39693003267387444,0.891426282051282,0.3578818414658671,0.9382716049382716
76,0.0257517812357259,0.3959713666644244,0.8772035256410257,0.35479379617404094,0.9382716049382716
77,0.02536550451719001,0.3929482801108673,0.8848157051282052,0.35189439753352714,0.9382716049382716
78,0.02498502194943216,0.39213053288969,0.883613782051282,0.3517352598024103,0.9382716049382716
79,0.02461024662019068,0.39023958782932944,0.8850160256410257,0.3501076529760582,0.9382716049382716
80,0.024241092920887816,0.3861784415674896,0.889423076923077,0.3465701546463096,0.9382716049382716
