episode,reward,epsilon,soft_landing
124,-62.54612664746051,0.4155813618536711,0
125,35.15621022485894,0.4126722923206954,0
126,106.95240300854319,0.40978358627445055,1
127,100.57682080072094,0.40691510117052937,1
128,11.364752185658489,0.40406669546233565,0
129,6.385876150667354,0.4012382285940993,0
130,-122.74746667066917,0.3984295609939406,0
131,-15.137469137867166,0.395640554066983,0
132,-44.12822045832703,0.39287107018851414,0
133,-74.88047894780068,0.39012097269719453,0
134,-55.89025235477703,0.3873901258883142,0
135,119.35427179330162,0.384678395007096,1
136,-18.902783489883927,0.38198564624204634,0
137,0.9072266850939399,0.379311746718352,0
138,-18.819278007642716,0.3766565644913235,0
139,96.2828312226867,0.37401996853988423,1
140,118.60359193667723,0.371401828760105,1
141,1.4318245375728713,0.3688020159587843,0
142,-19.213214531377595,0.36622040184707283,0
143,-6.356659260765149,0.3636568590341433,0
144,-4.792617413422376,0.3611112610209043,0
145,91.33219326596594,0.35858348219375796,1
146,97.63288614274353,0.35607339781840164,1
147,113.47250044115654,0.3535808840336728,1
148,121.88173955100258,0.3511058178454371,1
149,17.15397311085339,0.34864807712051904,0
150,118.86297079395436,0.3462075405806754,1
151,-24.675205861127306,0.3437840877966106,0
152,-30.52476222093773,0.34137759918203436,0
153,109.54092916931948,0.3389879559877601,1
154,119.42417357688589,0.33661504029584577,1
155,-51.70868815477564,0.33425873501377484,0
156,101.73617456968849,0.33191892386867844,1
157,-25.850602083118787,0.32959549140159766,0
158,95.67639656552957,0.3272883229617865,1
159,108.72399934408253,0.324997304701054,1
160,142.9047089569291,0.3227223235681466,1
161,147.24296344194332,0.3204632673031696,1
162,112.01901295637192,0.3182200244320474,1
163,137.42523528794158,0.31599248426102305,1
164,35.20445514728401,0.3137805368711959,0
165,111.59883862074969,0.3115840731130975,1
166,115.08600545183188,0.30940298460130583,1
167,138.91200093938974,0.3072371637090967,1
168,145.81874313347993,0.30508650356313305,1
169,131.24637487548526,0.30295089803819114,1
170,130.54474568944136,0.3008302417519238,1
171,129.8140029203882,0.2987244300596603,1
172,144.38940150067808,0.2966333590492427,1
173,-11.964584499317102,0.294556925535898,0
174,102.10467497826875,0.29249502705714675,1
175,131.8499478432388,0.29044756186774673,1
176,122.5477153170056,0.2884144289346725,1
177,118.42843303366362,0.2863955279321298,1
178,145.96562127930133,0.2843907592366049,1
179,28.302391668076215,0.2824000239219487,0
180,126.41710144643199,0.280423223754495,1
181,107.91778318345928,0.27846026118821354,1
182,-15.010569633879324,0.27651103935989607,0
183,130.99891368186536,0.2745754620843768,1
184,8.670664754267637,0.27265343384978613,0
185,134.81185115848956,0.27074485981283763,1
186,130.09679579358243,0.2688496457941478,1
187,126.58989627564097,0.26696769827358874,1
188,119.07326132466368,0.2650989243856736,1
189,129.1304426189199,0.2632432319149739,1
190,125.30680269871145,0.2614005292915691,1
191,124.4583853295279,0.2595707255865281,1
192,123.94030389132193,0.2577537305074224,1
193,127.85466210766042,0.25594945439387046,1
194,-11.364369509347895,0.25415780821311335,0
195,120.29635160082017,0.25237870355562153,1
196,109.85382381718765,0.25061205263073216,1
197,146.6951902569929,0.24885776826231704,1
198,124.63335064165436,0.2471157638844808,1
199,116.74224761639307,0.24538595353728945,1
200,109.77745697294125,0.2436682518625284,1
201,92.52126123244177,0.2419625740994907,1
202,132.40738467255534,0.24026883608079427,1
203,123.87989862734509,0.2385869542282287,1
204,111.28910231530944,0.2369168455486311,1
205,106.47232682639579,0.23525842762979068,1
206,100.3703489145514,0.23361161863638213,1
207,134.92588023247453,0.23197633730592745,1
208,115.58274407548677,0.23035250294478596,1
209,122.76594414828884,0.22874003542417246,1
210,121.21465318593593,0.22713885517620325,1
211,110.92102928201399,0.22554888318996982,1
212,128.48560766414622,0.22397004100764004,1
213,99.58781141018024,0.22240225072058656,1
214,105.76273136810832,0.22084543496554246,1
215,129.04242979997014,0.21929951692078367,1
216,126.29100526663709,0.2177644203023382,1
217,135.15948559731532,0.21624006936022183,1
218,137.0272556195508,0.21472638887470027,1
219,129.2014606277967,0.21322330415257737,1
220,101.03198783542226,0.21173074102350933,1
221,123.99774672721188,0.21024862583634477,1
222,121.27169605762407,0.20877688545549036,1
223,121.39434624448538,0.20731544725730192,1
224,107.34508781547267,0.20586423912650081,1
225,106.32544964485555,0.2044231894526153,1
226,129.22587873558413,0.20299222712644702,1
227,111.07125604248941,0.2015712815365619,1
228,115.61381980523868,0.20016028256580595,1
229,118.40474572209004,0.19875916058784532,1
230,123.90329403430013,0.1973678464637304,1
231,128.06689654735135,0.19598627153848427,1
232,-8.685741581919164,0.1946143676377149,0
233,107.26167659086688,0.19325206706425088,1
234,89.30779345310188,0.19189930259480112,1
235,109.04469212622257,0.1905560074766375,1
236,26.943006556456304,0.18922211542430104,0
237,131.96533123241417,0.18789756061633092,1
238,113.74962685085181,0.1865822776920166,1
239,109.4477163935621,0.1852762017481725,1
240,32.31320736078106,0.18397926833593528,0
241,11.247694019297619,0.18269141345758375,0
242,106.20012253922752,0.18141257356338067,1
243,98.04801923653491,0.18014268554843701,1
244,106.24982362154176,0.17888168674959795,1
245,95.85503245271507,0.17762951494235077,1
246,107.17800016021229,0.1763861083377543,1
247,94.6483334967907,0.17515140557939002,1
248,116.22279637064331,0.17392534574033428,1
249,100.34670048913001,0.17270786832015195,1
250,102.05273614568365,0.17149891324191088,1
251,97.30956667159987,0.1702984208492175,1
252,93.27243980535023,0.16910633190327298,1
253,89.48421331753104,0.16792258757995007,1
254,29.926498436816875,0.1667471294668904,0
255,102.45232366379834,0.16557989956062216,1
256,92.61911686401902,0.1644208402636978,1
257,99.43849509136862,0.1632698943818519,1
258,90.3072508575073,0.16212700512117895,1
259,112.14830665331252,0.1609921160853307,1
260,130.6985465351212,0.1598651712727334,1
261,107.0906185037579,0.15874611507382425,1
262,105.95494625642391,0.15763489226830749,1
263,116.63513788591327,0.15653144802242933,1
264,94.0450577089092,0.15543572788627233,1
265,110.36082460346387,0.15434767779106842,1
266,114.7037193762829,0.15326724404653094,1
267,95.80395100196932,0.15219437333820524,1
268,117.73593040740444,0.1511290127248378,1
269,27.999301432675907,0.15007110963576395,0
270,106.86564916587903,0.1490206118683136,1
271,127.47895682945787,0.14797746758523542,1
272,113.83173773537125,0.14694162531213878,1
273,126.78107160993744,0.1459130339349538,1
274,112.17047256046678,0.14489164269740912,1
275,97.8488554971188,0.14387740119852727,1
276,89.17551704323351,0.14287025939013756,1
277,101.07951940323164,0.1418701675744066,1
278,107.16084284075693,0.14087707640138575,1
279,114.41700295538897,0.13989093686657605,1
280,108.81830024237738,0.13891170030851002,1
281,114.09899903512196,0.13793931840635046,1
282,98.93649332801087,0.136973743177506,1
283,99.21216764557226,0.13601492697526346,1
284,104.17560031222001,0.1350628224864366,1
285,95.17123434609441,0.13411738272903156,1
286,118.31033863839747,0.13317856104992834,1
287,111.66190138691921,0.13224631112257884,1
288,103.58672506392446,0.1313205869447208,1
289,108.4995857804623,0.13040134283610774,1
290,115.68342107587584,0.129488533436255,1
291,99.83686481102873,0.1285821137022012,1
292,100.8858570335558,0.1276820389062858,1
293,103.05348504339919,0.1267882646339418,1
294,87.50196380719282,0.1259007467815042,1
295,109.99770308719675,0.12501944155403366,1
296,108.0228804503664,0.12414430546315543,1
297,93.40862902559813,0.12327529532491334,1
298,109.71732672461448,0.12241236825763895,1
299,119.67318981173176,0.12155548167983547,1
300,110.55510734167953,0.12070459330807662,1
301,111.12256778192662,0.11985966115492008,1
302,124.58449300584633,0.11902064352683564,1
303,134.07720700015653,0.11818749902214779,1
304,117.14857384158577,0.11736018652899274,1
305,97.10494064617998,0.11653866522328979,1
306,135.19974885758396,0.11572289456672676,1
307,93.38908118631043,0.11491283430475967,1
308,118.05116570221878,0.11410844446462635,1
309,107.16006628620093,0.11330968535337398,1
310,93.03195403959296,0.11251651755590036,1
311,144.6823188367806,0.11172890193300906,1
312,112.15305029133513,0.110946799619478,1
313,125.5365530396108,0.11017017202214165,1
314,113.29785326812213,0.10939898081798666,1
315,115.03207287447061,0.10863318795226075,1
316,115.20991435300705,0.10787275563659492,1
317,106.28016029838604,0.10711764634713875,1
318,108.15366147906133,0.10636782282270878,1
319,135.23825270960762,0.10562324806294981,1
320,132.44630413241214,0.10488388532650916,1
321,119.39780457369795,0.1041496981292236,1
322,114.04416947491009,0.10342065024231904,1
323,101.14061541676742,0.10269670569062281,1
324,120.52687417086308,0.10197782875078845,1
325,134.96701753567635,0.10126398394953293,1
326,101.80720976514075,0.1005551360618862,1
327,82.93469301639412,0.09985125010945299,1
328,123.40633229630781,0.09915229135868682,1
329,111.79300769185114,0.09845822531917602,1
330,89.0936449073997,0.09776901774194179,1
331,93.9360088832253,0.09708463461774819,1
332,104.0570472460118,0.09640504217542395,1
333,23.069156091203396,0.09573020688019598,0
334,15.116983349675507,0.09506009543203461,0
335,129.22117783696223,0.09439467476401037,1
336,95.73421141542657,0.0937339120406623,1
337,27.405404001067044,0.09307777465637766,0
338,97.61341603984995,0.09242623023378302,1
339,93.66767381592093,0.09177924662214654,1
340,94.67720770138342,0.0911367918957915,1
341,98.61888435846824,0.09049883435252097,1
342,101.98545760024145,0.08986534251205332,1
343,101.06249814183897,0.08923628511446895,1
344,27.90142917440258,0.08861163111866767,0
345,105.0122497244364,0.087991349700837,1
346,96.39300806985479,0.08737541025293113,1
347,94.37113942746726,0.08676378238116061,1
348,10.02963807947761,0.08615643590449248,0
349,18.46055108470322,0.08555334085316103,0
350,35.52127216437317,0.0849544674671889,0
351,106.19235507025824,0.08435978619491859,1
352,-22.21350880299953,0.08376926769155416,0
353,93.47476954354194,0.08318288281771327,1
354,100.07809449001267,0.08260060263798928,1
355,12.554533348392678,0.08202239841952336,0
356,0.39198027741787733,0.0814482416305867,0
357,99.78392217066936,0.0808781039391726,1
358,36.59188604129353,0.08031195721159838,0
359,23.417173169678023,0.07974977351111719,0
360,8.579762535293291,0.07919152509653936,0
361,94.5754988200581,0.07863718442086358,1
362,93.15989379181156,0.07808672412991753,1
363,13.15526267047045,0.07754011706100811,0
364,99.6165908325737,0.07699733624158105,1
365,34.85168293873304,0.07645835488788998,0
366,90.54950482409122,0.07592314640367474,1
367,101.95504706122453,0.07539168437884902,1
368,100.069933426245,0.07486394258819708,1
369,92.37200053269692,0.0743398949900797,1
370,-37.44027223496706,0.07381951572514914,0
371,38.9349699774702,0.07330277911507309,0
372,95.07957908328045,0.07278965966126758,1
373,106.37952625606651,0.0722801320436387,1
374,39.48037564876957,0.07177417111933324,0
375,-429.97455047967406,0.0712717519214979,0
376,92.94204229650897,0.07077284965804742,1
377,113.41511367046964,0.07027743971044109,1
378,141.6040145290073,0.06978549763246801,1
379,95.02513587801857,0.06929699914904074,1
380,113.18126605239713,0.06881192015499744,1
381,126.51793636629881,0.06833023671391246,1
382,121.11016661265046,0.06785192505691508,1
383,103.8639921367432,0.06737696158151667,1
384,110.4658267290333,0.06690532285044605,1
385,113.04798161968361,0.06643698559049292,1
386,107.68558726104594,0.06597192669135947,1
387,115.18654103142761,0.06551012320451996,1
388,120.76759775534477,0.06505155234208831,1
389,102.05612382443002,0.06459619147569369,1
390,109.01208833837488,0.06414401813536383,1
391,98.77511441101106,0.06369501000841628,1
392,95.21010288932992,0.06324914493835736,1
393,98.4048806370816,0.06280640092378885,1
394,95.55528372865652,0.06236675611732233,1
395,107.45663787699993,0.06193018882450107,1
396,119.24447206842075,0.06149667750272956,1
397,124.95788834266283,0.06106620076021045,1
398,102.57914483143009,0.06063873735488898,1
399,97.98908471256507,0.06021426619340475,1
400,94.78664591613652,0.05979276633005092,1
401,31.36012331070676,0.059374216965740564,0
402,103.99468605060672,0.05895859744698038,1
403,110.52948600313188,0.058545887264851514,1
404,118.57694867782085,0.05813606605399755,1
405,108.87423918701523,0.057729113591619564,1
406,37.04418285861826,0.05732500979647823,0
407,91.48128968742525,0.05692373472790288,1
408,103.92803750277761,0.05652526858480756,1
409,102.68619743226282,0.056129591704713905,1
410,108.31026071148953,0.05573668456278091,1
411,107.4344321733132,0.05534652777084144,1
412,98.76615874086308,0.05495910207644555,1
413,110.06686526168944,0.05457438836191043,1
414,97.08463577885472,0.05419236764337705,1
415,101.22048961019995,0.05381302106987341,1
416,101.74430296231154,0.05343632992238429,1
417,100.76097217558065,0.053062275612927604,1
418,37.05247700941018,0.05269083968363711,0
419,104.63026589264858,0.05232200380585165,1
420,93.54122390461956,0.051955749779210685,1
421,110.57579660989227,0.05159205953075621,1
422,104.27435839308421,0.05123091511404092,1
423,112.20221811428142,0.05087229870824263,1
424,102.85642516057078,0.050516192617284926,1
425,104.6576817426849,0.05016257926896393,1
426,97.89321609218612,0.05,1
427,102.10291549677305,0.05,1
428,95.59931433847218,0.05,1
429,97.79259260546007,0.05,1
430,114.60902540554954,0.05,1
431,110.48856373526246,0.05,1
432,111.69752041330403,0.05,1
433,106.0305573412359,0.05,1
434,106.26036807359048,0.05,1
435,117.20974681585153,0.05,1
436,100.58532906459071,0.05,1
437,38.97502495089334,0.05,0
438,90.4979770255759,0.05,1
439,89.54562688973728,0.05,1
440,19.241128349627665,0.05,0
441,109.03966740089211,0.05,1
442,104.37979787430942,0.05,1
443,127.62529143510477,0.05,1
444,114.832758087602,0.05,1
445,99.86816573259924,0.05,1
446,39.96231260896379,0.05,0
447,93.48498402968242,0.05,1
448,105.47035417451602,0.05,1
449,95.76329305568983,0.05,1
450,108.51189240825833,0.05,1
451,32.353956714553675,0.05,0
452,95.8429841292454,0.05,1
453,118.18198636563352,0.05,1
454,146.40583604605567,0.05,1
455,37.290327283136904,0.05,0
456,104.39244617344855,0.05,1
457,30.10702945326821,0.05,0
458,100.17135860042028,0.05,1
459,110.98998107050215,0.05,1
460,94.36943174163093,0.05,1
461,104.50782935667756,0.05,1
462,91.23319099323786,0.05,1
463,101.8445738936093,0.05,1
464,109.56727533450932,0.05,1
465,-53.86802824459239,0.05,0
466,103.40319253038253,0.05,1
467,27.898839385625028,0.05,0
468,88.96948958301913,0.05,1
469,108.8826348076079,0.05,1
470,96.81119178302595,0.05,1
471,103.54054311116342,0.05,1
472,99.4589368515695,0.05,1
473,95.54089172485261,0.05,1
474,-63.927965369870144,0.05,0
475,92.65501435662685,0.05,1
476,99.77703360239212,0.05,1
477,32.4437983553511,0.05,0
478,39.0378121543678,0.05,0
479,112.22394412880224,0.05,1
480,111.5064131101141,0.05,1
481,-111.20775839738887,0.05,0
482,32.19657340942324,0.05,0
483,108.6707138638905,0.05,1
484,90.49478186628289,0.05,1
485,20.25737671484037,0.05,0
486,28.369020287581677,0.05,0
487,103.58092745797778,0.05,1
488,119.08660679150447,0.05,1
489,-64.8150221276273,0.05,0
490,-39.199214173016024,0.05,0
491,91.07565582230046,0.05,1
492,104.37185624096388,0.05,1
493,109.65307135679359,0.05,1
494,-8.51601032301023,0.05,0
495,37.819588283181204,0.05,0
496,-168.91276889749497,0.05,0
497,35.794978086883916,0.05,0
498,-3.649581759370499,0.05,0
499,23.308629539836527,0.05,0
500,114.46268428079836,0.05,1
501,100.87211592190374,0.05,1
502,90.37870123386432,0.05,1
503,37.72617072338298,0.05,0
504,134.08139757248324,0.05,1
505,28.02191736107978,0.05,0
506,95.98709647533107,0.05,1
507,-54.22270198368813,0.05,0
508,-10.30337164454379,0.05,0
509,36.21883368616167,0.05,0
510,-28.916480448976746,0.05,0
511,17.144707296839112,0.05,0
512,7.247498215446057,0.05,0
513,117.77166532978018,0.05,1
514,-19.241576718032437,0.05,0
515,129.54586892002607,0.05,1
516,19.51240832560306,0.05,0
517,13.024239764052595,0.05,0
518,113.37731348880779,0.05,1
519,142.24220279840685,0.05,1
520,141.06147818812732,0.05,1
521,31.241589760645166,0.05,0
522,103.18351954188103,0.05,1
523,94.37450686560001,0.05,1
524,29.81830232468475,0.05,0
525,111.65339700565237,0.05,1
526,85.1225051684007,0.05,1
527,112.93076768679263,0.05,1
528,93.69208499107842,0.05,1
529,104.0888386655524,0.05,1
530,102.32265029035322,0.05,1
531,24.934127014671642,0.05,0
532,114.79806944689263,0.05,1
533,37.00652696477809,0.05,0
534,26.873844629363173,0.05,0
535,114.91904014146293,0.05,1
536,97.5134796317497,0.05,1
537,35.06162328038831,0.05,0
538,90.51679333115334,0.05,1
539,106.94144495294483,0.05,1
540,35.160712932670386,0.05,0
541,28.241896879998137,0.05,0
542,30.9038599804652,0.05,0
543,23.559795051392044,0.05,0
544,91.59333514538044,0.05,1
545,93.37361886951318,0.05,1
546,89.39704672542531,0.05,1
547,110.45008740563063,0.05,1
548,102.69788357784971,0.05,1
549,103.9684062970197,0.05,1
550,90.50812112275825,0.05,1
551,96.5274312696097,0.05,1
552,31.55409082791534,0.05,0
553,100.74402981413412,0.05,1
554,105.95104997674987,0.05,1
555,97.97920195593524,0.05,1
556,94.27143067660961,0.05,1
557,37.21679703645324,0.05,0
558,104.85330601048031,0.05,1
559,23.63819294985735,0.05,0
560,37.99341893422746,0.05,0
561,92.47728975501576,0.05,1
562,97.72118983995894,0.05,1
563,95.65490817545117,0.05,1
564,94.3810160662614,0.05,1
565,109.86405648748989,0.05,1
566,24.860609904525347,0.05,0
567,18.555973107690594,0.05,0
568,106.68565248266196,0.05,1
569,30.846389562071273,0.05,0
570,95.9237829500887,0.05,1
571,92.26975949877819,0.05,1
572,90.69913939419638,0.05,1
573,100.20408025522924,0.05,1
574,107.75028639774251,0.05,1
575,25.648195358867234,0.05,0
576,31.954572586864302,0.05,0
577,94.16155759759253,0.05,1
578,24.0915409427379,0.05,0
579,94.04480501098378,0.05,1
580,13.680498531606315,0.05,0
581,28.526939322653732,0.05,0
582,92.88577291323638,0.05,1
583,34.77261338875096,0.05,0
584,34.04687450579027,0.05,0
585,108.3405036452138,0.05,1
586,100.30287530261114,0.05,1
587,92.40868385312123,0.05,1
588,30.52090472511133,0.05,0
589,95.07877043875537,0.05,1
590,30.248322139286227,0.05,0
591,30.09392143958441,0.05,0
592,34.854345057936506,0.05,0
593,105.19158353450587,0.05,1
594,98.69045211594734,0.05,1
595,92.36253187694545,0.05,1
596,29.26223071700911,0.05,0
597,109.83558503594651,0.05,1
598,100.20346843809658,0.05,1
599,92.38684579714806,0.05,1
